batchID,test1,test2,test3,test4,test5,test6,test7,test8,test9,test10,test11,test12,test13,test14,test15,test16,test17,test18,test19,test20,test21,test22,test23,test24,test25,test26,test27,test28,test29,test30
B008283,415,49,811,842,259,948,968,826,97,141,130,410,400,760,284,688,53,522,19,284,581,6,217,514,716,226,661,532,249,628
B036398,643,463,905,188,658,452,349,446,823,476,533,283,257,773,663,932,521,806,815,182,283,97,860,492,921,316,363,47,307,67
B014888,969,950,669,887,645,76,534,971,438,877,931,417,955,202,971,252,976,960,201,424,807,809,912,412,920,283,40,274,938,521
B009212,41,113,488,30,175,312,279,168,283,812,628,251,883,101,426,560,404,294,368,173,564,90,369,193,423,367,770,682,714,213
B049323,111,108,668,887,184,596,50,881,502,26,629,902,202,768,481,743,469,907,904,310,150,202,315,811,458,587,670,618,319,871
B046464,710,122,954,34,354,462,57,247,530,124,876,492,179,606,853,349,146,474,731,410,986,969,533,362,561,666,13,182,744,273
B049675,386,28,311,510,826,143,107,267,264,840,85,918,631,203,151,155,675,314,474,318,94,680,112,388,529,729,841,740,165,674
B047839,167,857,892,951,424,605,497,187,477,458,770,788,654,388,343,502,299,494,274,23,348,752,29,883,309,871,187,173,232,582
B048003,129,739,734,176,318,520,599,232,775,817,468,685,299,717,359,557,466,256,679,944,864,503,825,544,190,80,977,722,729,845
B025428,145,806,833,874,894,30,863,522,747,670,354,928,806,235,880,923,538,671,768,615,977,775,771,851,113,403,579,476,814,541
B007306,788,51,840,502,427,349,380,152,8,16,828,699,668,955,920,789,942,350,554,513,899,713,518,431,31,170,479,781,697,910
B026573,134,947,237,846,563,341,528,995,361,27,270,951,610,272,270,216,571,175,497,250,605,739,461,144,574,5,835,489,395,934
B046571,561,747,141,851,383,53,350,59,546,930,378,104,272,346,352,692,350,996,523,183,151,490,41,143,945,490,935,313,294,212
B021684,667,594,883,709,952,670,151,152,916,134,242,255,313,33,518,366,962,196,698,444,117,801,323,820,66,263,281,489,388,619
B039569,441,901,439,485,40,767,36,282,520,2,177,402,574,23,936,492,451,568,609,90,159,631,329,478,170,843,914,890,914,57
B030927,522,882,592,322,660,396,34,814,388,480,220,298,903,922,386,97,265,496,701,74,291,228,939,461,630,373,540,665,442,327
B025443,897,210,231,16,705,763,358,814,469,183,94,414,814,997,670,584,213,106,342,846,890,270,90,484,962,484,453,923,957,237
B022766,156,726,197,558,213,472,904,353,517,862,194,385,216,214,167,640,546,552,305,786,519,312,265,676,347,810,622,675,934,348
B045259,747,17,98,171,246,235,547,618,77,46,448,634,420,339,301,27,467,935,520,716,757,538,36,294,913,435,888,704,865,985
B024314,785,392,186,975,46,95,107,172,336,228,246,987,773,371,793,850,981,892,299,700,840,878,134,850,80,833,563,613,702,13
B030143,633,994,281,130,179,444,946,567,421,325,774,508,657,720,446,674,582,849,447,181,962,665,244,659,559,536,308,337,483,964
B047543,905,407,655,274,668,394,466,388,860,423,680,973,398,46,620,160,826,490,517,751,948,301,389,708,161,360,58,845,695,870
B026084,973,873,967,561,98,983,137,973,250,95,8,416,975,676,805,606,561,182,268,143,366,0,162,399,657,11,322,773,696,638
B039278,920,219,548,734,896,127,519,621,383,976,898,371,993,106,988,627,873,807,194,71,726,830,441,613,985,668,699,798,805,457
B015960,959,328,107,939,146,544,454,935,201,547,783,175,105,562,756,90,999,898,748,57,151,967,916,920,783,129,750,275,798,310
B040755,696,949,63,484,680,129,611,235,393,388,830,332,90,38,762,5,707,14,129,849,454,339,58,138,182,484,914,9,484,38
B005774,635,4,392,270,997,821,918,209,198,558,132,956,67,930,438,942,857,607,43,395,407,715,569,83,109,665,614,57,196,136
B023204,495,811,839,551,362,749,897,890,192,655,643,104,632,538,888,323,240,659,100,106,793,114,776,230,329,340,405,821,87,559
B031865,556,870,935,708,201,491,60,690,218,561,284,928,684,354,34,151,814,868,405,718,740,158,309,696,167,157,838,236,125,525
B010912,694,789,324,43,916,295,34,220,842,364,796,709,539,316,13,465,911,323,725,401,929,815,384,34,167,588,260,569,682,91
B044825,838,78,54,789,852,115,393,53,474,289,948,442,962,537,126,469,70,507,193,135,7,859,52,877,99,602,323,337,80,762
B012183,650,126,168,195,379,881,366,386,242,78,896,97,450,846,306,408,191,831,483,880,355,333,721,86,234,606,786,383,211,454
B027141,441,681,891,276,80,803,769,279,500,928,372,949,146,535,847,877,198,77,83,682,422,38,252,315,236,872,796,41,27,953
B014666,900,724,558,687,367,952,748,297,421,571,486,877,976,130,523,833,604,431,206,228,84,915,766,724,341,666,818,897,742,102
B010451,641,714,231,625,774,859,482,602,491,8,794,340,362,746,857,178,847,654,920,784,39,301,616,973,530,132,994,154,606,445
B047245,943,765,191,689,393,525,598,997,802,923,604,430,246,837,62,135,749,514,533,691,444,165,5,25,964,45,864,1,276,45
B033452,734,654,706,707,372,114,633,464,724,491,987,405,455,499,393,438,915,775,780,14,699,430,597,600,903,204,748,570,779,787
B030637,533,410,354,803,217,808,64,323,269,194,828,424,399,772,350,547,365,534,367,257,359,123,848,953,430,887,319,917,603,335
B006179,23,277,953,965,485,802,174,238,195,838,546,175,475,274,264,290,52,884,543,569,426,565,812,44,961,92,534,147,137,353
B012763,991,754,959,694,101,127,244,756,643,339,161,569,298,47,52,308,351,344,650,758,322,235,718,522,114,368,421,280,863,278
B001790,2,479,652,556,91,916,532,576,787,875,518,836,672,306,710,882,388,73,497,737,574,2,489,146,391,93,84,989,184,384
B045588,216,39,138,866,753,864,473,72,990,604,743,120,486,619,292,231,336,634,696,616,811,238,403,749,416,62,512,534,619,152
B015579,554,587,670,749,877,977,981,584,891,280,871,922,651,444,342,686,272,642,535,475,974,506,770,545,286,725,818,927,118,200
B030966,72,389,346,719,655,296,461,617,885,68,90,923,904,102,692,24,398,850,913,57,865,892,582,264,349,996,615,271,839,578
B038371,547,18,146,727,62,620,348,181,729,354,391,448,199,378,216,873,509,892,25,735,725,558,344,618,142,677,386,959,458,136
B049595,419,148,781,635,15,76,262,385,864,555,970,307,422,789,124,13,325,650,862,840,607,693,340,780,393,615,837,877,435,268
B031765,592,155,115,141,928,208,127,245,127,290,567,370,867,102,914,795,266,673,970,585,357,849,946,253,423,868,274,849,897,284
B035485,57,511,558,530,310,620,329,227,939,173,571,255,39,616,320,803,756,842,833,236,349,709,184,258,322,438,550,547,663,2
B035661,922,708,670,89,96,974,2,628,479,388,214,3,833,220,73,369,418,854,490,20,816,380,425,15,889,823,707,740,355,638
B032635,655,349,523,280,241,895,466,388,743,946,309,454,266,797,582,217,985,10,323,191,681,594,920,684,613,432,730,48,937,122
B000400,54,339,116,762,954,690,593,149,759,754,384,886,310,82,153,818,622,600,233,929,398,824,517,570,157,779,397,968,883,810
B005265,679,331,595,917,960,253,817,755,919,158,843,160,58,517,143,588,376,259,472,468,605,809,727,748,412,215,3,874,905,609
B029129,975,132,563,910,792,969,571,14,384,492,230,999,278,742,206,908,641,693,7,332,169,967,862,341,967,819,606,490,157,864
B023943,832,799,87,269,663,697,740,883,844,596,296,528,252,134,654,956,799,938,634,294,503,555,298,509,673,943,313,821,250,470
B003246,726,872,550,567,823,769,876,20,253,991,470,979,282,490,922,17,720,532,165,152,820,493,117,205,522,14,845,475,342,246
B027919,298,950,936,515,234,185,914,844,843,801,451,826,315,693,814,370,590,342,920,933,296,502,193,92,740,524,620,552,269,408
B009193,570,322,476,469,232,899,649,474,736,599,376,40,666,846,686,559,937,97,168,608,70,306,331,397,440,658,780,497,627,623
B042969,481,572,499,610,142,128,291,622,400,52,938,311,814,645,793,885,274,394,295,880,790,157,785,310,681,857,33,706,879,947
B045873,350,148,118,34,9,851,199,589,648,782,491,61,883,255,147,790,673,617,250,499,154,489,122,467,809,503,431,953,939,793
B045768,794,274,977,189,544,996,576,59,344,144,743,979,505,587,895,450,837,357,561,301,933,53,877,813,185,522,479,352,80,709
B019298,904,440,817,809,514,618,723,283,448,96,7,988,427,502,844,857,339,131,245,727,510,702,838,739,156,464,629,86,519,520
B026965,712,409,850,608,260,685,435,253,998,78,228,402,176,3,341,133,490,208,721,571,885,886,100,120,602,273,83,988,975,43
B028513,83,914,265,859,796,843,232,194,269,493,600,309,784,671,696,675,737,56,567,137,600,460,371,281,915,742,32,147,350,646
B044797,641,467,810,221,698,856,223,607,78,481,0,908,4,524,328,401,372,760,978,543,708,847,353,606,649,207,736,757,516,794
B032096,271,789,386,205,385,930,833,832,613,183,926,855,112,389,488,683,202,728,939,217,195,48,373,901,697,441,679,3,426,477
B008909,93,769,425,667,440,328,188,824,641,983,853,798,558,310,168,431,250,358,755,470,617,63,530,495,640,596,930,593,849,5
B043777,491,443,856,286,394,482,584,796,45,488,6,980,524,146,309,647,872,168,892,84,640,475,955,906,983,413,320,855,380,851
B047274,129,18,75,980,940,435,763,247,723,763,618,547,165,293,467,850,38,675,687,182,860,374,829,452,602,92,443,559,637,474
B011333,815,894,629,636,421,344,920,112,635,89,113,753,441,262,637,392,802,103,992,229,78,965,32,224,914,959,415,390,847,218
B002407,233,927,903,720,184,756,362,785,812,784,515,901,198,129,335,34,956,465,99,348,927,269,262,731,809,746,443,574,827,659
B038684,27,861,978,20,139,770,716,272,811,37,84,757,169,439,826,259,664,658,30,963,645,84,707,833,195,531,619,435,654,981
B040287,778,220,367,329,569,458,358,124,917,837,180,721,462,519,666,267,208,419,435,712,492,663,830,543,738,854,826,61,821,345
B015492,775,952,353,758,36,373,695,256,116,939,202,741,362,94,36,534,491,736,859,913,326,511,361,868,875,256,468,108,74,853
B032192,483,913,696,34,960,286,540,619,256,106,984,738,232,804,220,173,873,996,490,641,531,875,937,926,156,946,490,947,219,57
B027757,195,246,315,635,61,902,242,25,823,976,30,138,868,696,518,811,694,176,301,168,843,282,863,213,258,949,776,108,175,924
B018794,533,470,390,763,361,704,140,2,241,45,780,529,454,232,914,383,432,227,977,853,976,688,951,227,281,932,503,735,643,774
B049349,684,574,206,407,697,576,475,273,798,489,877,695,419,524,879,931,601,79,272,533,801,992,141,256,548,805,713,465,294,981
B043464,377,261,599,517,520,269,480,477,874,104,9,172,451,217,550,68,156,946,816,867,495,396,778,360,718,922,323,842,783,723
B000075,707,767,623,313,695,967,47,642,626,373,732,567,55,863,761,567,158,560,532,552,975,6,713,257,652,511,795,746,320,413
B039310,208,575,623,221,655,104,816,116,369,299,800,356,820,117,427,288,330,193,851,264,715,165,693,504,165,14,968,875,619,187
B044896,404,850,593,904,389,94,757,575,60,741,19,153,451,119,601,830,278,573,656,213,939,920,946,0,550,254,694,914,873,69
B035455,645,776,166,82,652,607,62,246,858,957,882,703,141,103,541,342,616,264,905,594,248,65,365,878,164,340,257,392,811,18
B028300,749,626,496,377,654,940,709,486,864,478,924,931,993,503,809,540,170,547,345,681,262,267,179,225,45,710,879,348,72,577
B016242,260,433,830,665,472,856,130,915,689,835,63,137,115,653,111,653,765,679,939,943,840,909,349,771,63,905,786,88,660,986
B015118,489,686,183,67,397,872,236,987,782,91,23,261,468,204,145,29,177,950,825,494,236,318,158,612,101,761,847,847,131,295
B008066,382,609,437,255,397,452,844,605,148,360,662,841,426,770,669,547,627,677,652,335,164,417,971,9,60,570,45,651,625,855
B013856,873,174,336,957,433,79,97,634,423,292,721,787,862,62,63,428,160,313,578,757,967,214,577,194,745,425,972,720,537,114
B000565,174,179,702,912,848,519,119,8,420,499,293,735,648,909,736,513,630,888,276,258,331,744,530,850,423,14,956,727,415,834
B021329,629,781,370,846,678,349,101,883,205,817,228,948,299,285,523,247,582,257,431,925,879,763,883,982,564,901,662,500,662,539
B032031,958,563,240,125,996,559,166,360,628,571,724,929,325,524,967,370,167,161,429,520,333,978,606,902,221,251,526,389,0,118
B028315,225,710,525,441,544,744,527,764,771,174,924,133,246,65,571,755,395,79,357,776,78,627,16,26,530,78,52,442,724,422
B040669,29,874,798,357,214,590,182,585,787,903,522,862,441,46,170,467,390,354,927,507,836,609,647,668,302,143,373,357,882,969
B026392,716,505,588,890,595,621,796,860,731,853,928,367,796,706,328,997,760,620,547,957,13,759,203,974,370,654,166,921,351,522
B018451,942,717,267,24,564,505,898,970,633,738,318,407,861,658,569,21,827,788,733,341,680,20,601,270,712,588,974,468,746,925
B012022,981,531,140,157,857,283,352,442,486,616,414,704,47,529,620,941,453,86,921,154,18,905,49,385,79,16,308,819,943,830
B047448,760,222,852,736,7,969,145,694,314,2,317,122,153,70,651,241,568,586,707,101,82,763,312,408,422,998,988,687,465,935
B038916,519,146,431,274,391,20,532,123,703,880,827,334,115,698,139,844,738,495,718,770,705,173,530,231,384,889,217,588,628,675
B014744,21,125,713,646,289,527,898,746,815,494,100,147,851,282,66,601,73,263,636,322,797,403,567,307,662,239,84,200,695,814
B041799,392,915,469,162,926,618,332,85,460,398,450,710,877,783,628,957,675,250,252,646,812,858,473,409,167,42,404,971,325,878
B032867,98,703,172,376,819,749,87,797,91,387,455,927,87,62,891,636,993,556,502,802,676,22,681,578,126,910,647,17,85,147
B043447,948,632,331,422,185,885,986,180,824,58,614,821,509,466,488,719,53,690,783,897,927,950,254,812,217,47,672,737,549,358
B032242,155,330,266,994,917,115,275,128,256,645,728,953,504,890,49,318,599,473,893,367,838,403,110,801,591,57,367,516,125,312
B035082,377,631,179,615,175,532,403,720,162,374,423,475,524,101,577,627,649,161,182,527,679,889,601,887,818,682,446,980,479,137
B006341,467,832,934,478,174,571,210,611,269,327,660,277,489,644,281,551,530,205,152,133,377,16,116,348,602,360,328,179,989,336
B011441,259,197,619,304,188,70,625,494,979,991,218,303,195,55,103,3,337,319,652,806,210,472,701,526,554,828,557,476,849,933
B043370,788,798,408,737,995,985,205,135,616,614,664,819,413,889,275,509,232,513,824,609,399,247,732,347,681,28,194,62,516,10
B018648,359,987,795,521,246,153,899,856,606,857,112,762,836,51,793,854,885,528,208,401,0,570,956,184,174,684,396,677,130,926
B020482,102,38,540,977,540,86,136,735,182,267,451,236,150,742,485,866,620,114,204,959,43,485,363,261,438,184,825,263,786,584
B048605,611,621,958,265,731,892,219,245,609,708,194,271,9,60,62,112,179,486,580,990,697,295,873,503,372,110,726,271,24,776
B018782,791,427,565,524,151,153,533,310,655,343,233,583,575,180,809,630,912,349,512,785,13,623,686,607,606,436,970,888,144,871
B046834,276,764,238,857,566,342,273,680,717,848,634,590,388,806,476,225,198,902,399,321,45,637,805,885,647,176,130,573,438,24
B012966,878,992,614,821,70,272,784,968,780,246,790,38,885,634,384,547,616,345,81,848,742,863,821,830,263,471,685,46,885,205
B047926,852,705,89,372,225,674,336,287,837,230,347,809,293,412,933,740,615,780,207,66,661,753,776,964,931,323,428,701,646,714
B034069,87,758,886,648,75,893,166,960,928,765,215,664,149,239,972,430,790,880,508,248,329,729,737,838,192,241,800,344,415,715
B026950,44,589,407,61,688,466,851,534,184,891,884,982,773,481,983,755,330,247,401,445,952,4,289,103,963,343,199,652,556,181
B002372,747,750,750,662,699,54,130,898,176,198,508,600,946,317,985,693,917,776,95,943,931,175,628,551,212,366,818,225,83,405
B012551,929,585,145,970,523,299,173,603,302,497,297,88,966,343,390,966,121,905,834,170,873,43,900,377,270,454,680,869,232,278
B006440,186,487,642,173,61,938,123,754,160,971,991,91,584,881,869,729,52,361,142,118,135,631,27,843,642,562,697,910,521,427
B015127,682,269,724,852,879,296,153,460,967,755,774,939,637,250,926,748,533,738,815,267,494,852,32,125,622,493,378,928,556,337
B023764,536,707,501,112,672,910,65,20,630,563,385,196,545,589,27,86,795,316,961,744,483,684,585,783,588,777,231,676,9,279
B045722,462,298,204,879,194,582,961,887,747,337,657,322,984,354,290,355,130,699,618,114,997,452,340,199,972,343,69,515,219,79
B042372,269,172,949,383,590,146,907,887,345,400,212,60,16,698,282,4,48,225,731,175,49,409,679,246,77,947,184,566,263,7
B009954,474,897,741,707,432,486,534,705,968,383,786,240,14,487,187,709,544,220,583,940,595,332,70,322,523,517,178,426,227,578
B019910,264,975,428,586,978,145,581,140,918,494,651,947,411,532,872,471,689,962,876,80,922,340,619,758,341,721,855,99,609,833
B001118,280,296,293,384,601,838,939,909,456,772,720,334,454,188,593,647,185,130,163,222,803,158,405,456,305,127,851,136,454,706
B049122,321,428,656,433,763,481,502,614,542,953,500,675,818,163,368,141,818,890,272,915,717,754,148,273,849,248,262,532,844,15
B022767,355,816,389,22,286,975,711,823,151,478,435,994,516,243,539,771,917,51,592,594,955,523,518,593,133,251,274,43,18,328
B001163,840,165,238,869,859,237,456,327,132,857,613,144,735,405,739,718,861,305,960,236,336,259,185,345,874,862,990,413,825,591
B007408,901,343,906,246,512,237,266,278,670,773,704,502,918,673,845,823,800,92,340,736,430,927,852,963,63,195,772,94,880,575
B016685,362,202,108,690,257,833,768,479,84,563,81,564,820,946,754,861,541,16,662,535,944,910,278,704,209,414,160,424,793,104
B018880,869,251,56,626,332,389,420,656,385,184,450,276,132,146,902,425,981,353,184,404,275,5,791,249,669,596,682,199,182,864
B048381,25,300,797,956,135,702,72,889,997,980,100,83,348,494,712,579,413,307,742,263,408,469,900,982,161,151,964,695,111,244
B006965,437,501,201,902,516,831,175,498,301,194,555,215,409,609,228,41,870,641,361,877,73,974,303,990,180,375,347,21,63,914
B046309,391,859,881,684,39,64,130,865,122,573,910,769,567,76,369,556,455,858,486,682,633,635,202,990,516,156,665,770,35,715
B016442,336,983,975,475,412,306,258,46,799,902,220,215,793,20,936,735,618,183,831,51,683,900,189,115,614,890,569,56,45,21
B011985,648,653,845,979,115,189,924,668,167,394,704,45,257,951,842,696,790,799,988,620,825,252,420,354,949,748,655,371,578,146
B007325,563,907,228,969,910,609,419,347,279,290,140,96,239,252,731,602,994,442,867,63,700,133,495,397,215,300,99,590,249,984
B047609,649,266,527,229,106,592,623,503,88,13,938,496,530,186,925,398,89,823,421,361,386,424,309,482,158,187,634,928,823,999
B016706,372,941,31,911,450,441,137,574,741,281,829,249,437,342,529,8,719,664,121,887,825,557,357,325,820,751,513,174,837,415
B018405,16,812,147,116,978,753,447,301,101,786,999,518,655,772,558,834,235,372,879,29,521,783,989,457,730,836,537,758,399,945
B014468,626,456,188,300,64,732,725,283,123,165,882,702,997,873,681,449,690,702,367,763,535,463,608,96,898,836,957,211,484,541
B014585,785,905,490,385,541,733,841,957,27,64,327,772,948,126,114,78,594,985,509,993,633,804,654,306,138,113,936,681,800,992
B001051,610,791,537,258,210,833,367,483,827,795,781,85,327,916,909,660,636,726,187,154,904,943,490,933,846,838,483,946,922,618
B018618,915,120,726,392,936,243,62,43,391,104,29,941,957,842,102,535,946,436,557,247,745,904,474,72,977,999,728,14,149,70
B032226,636,406,322,877,638,693,21,220,934,401,478,920,943,134,491,407,973,724,84,977,578,26,193,331,407,341,500,423,586,102
B014267,60,940,639,407,818,244,580,35,17,801,801,248,996,142,749,473,961,969,959,526,158,587,123,784,388,678,577,762,335,13
B001041,883,25,517,945,251,820,148,474,743,849,159,675,474,113,601,357,848,213,950,883,139,699,665,33,563,604,197,664,1,78
B033534,201,218,429,852,435,916,30,260,525,85,125,284,750,154,388,832,199,747,773,896,414,284,501,286,25,46,389,247,622,437
B049135,921,664,132,550,75,203,388,99,543,493,919,873,701,564,559,785,61,343,627,354,68,811,400,303,746,560,246,260,248,521
B049118,798,422,719,801,971,840,121,254,278,31,512,603,197,485,215,191,211,187,571,244,522,509,117,971,350,306,769,312,314,805
B021702,851,403,103,818,900,835,679,942,151,47,839,585,336,816,916,686,434,484,129,879,682,522,542,28,950,839,635,874,822,969
B021117,984,833,849,835,444,304,537,756,800,451,128,381,215,107,860,529,921,224,446,179,212,106,816,856,127,542,209,805,183,702
B047447,27,918,403,753,690,671,580,259,781,214,653,89,101,594,221,504,441,248,848,764,712,696,434,441,535,367,41,755,283,986
B007283,719,707,172,78,251,272,46,478,727,714,647,681,389,101,556,749,883,794,392,280,166,158,234,338,132,936,830,915,661,830
B024020,773,666,29,280,926,57,674,647,179,657,637,431,648,888,769,399,660,781,337,344,449,433,166,689,399,235,322,909,329,896
B017766,575,96,425,59,416,646,597,21,633,145,294,236,51,326,197,549,401,867,259,538,428,883,355,188,555,716,247,766,326,383
B003415,94,876,826,422,460,129,419,811,858,190,701,870,749,207,903,853,145,566,54,572,893,78,16,754,803,664,432,742,896,571
B021336,870,248,696,950,173,367,641,212,423,276,308,741,705,108,394,5,509,667,531,664,704,934,584,346,845,735,3,160,800,160
B019537,713,375,276,432,322,530,295,634,513,454,299,472,553,969,435,134,370,156,572,305,484,941,999,415,141,942,131,63,287,113
B012805,591,707,887,467,101,566,273,648,553,170,516,476,156,956,556,796,937,141,836,915,706,904,869,348,173,641,215,452,303,849
B020071,146,850,806,748,264,326,986,511,443,874,536,799,321,446,626,740,360,891,973,660,597,441,370,37,160,568,522,99,823,905
B014443,239,183,477,404,6,346,599,578,671,769,208,781,129,651,263,213,823,202,588,257,373,686,725,184,755,49,311,921,714,701
B029988,525,136,129,655,108,374,624,838,511,492,685,319,936,719,500,834,639,385,580,18,803,168,496,110,589,549,890,208,771,222
B028561,894,521,697,819,980,599,524,275,829,917,192,539,464,23,342,11,938,896,275,411,557,467,190,520,654,181,227,202,130,606
B037710,826,244,540,353,359,512,840,300,444,257,973,164,276,343,398,593,839,251,21,819,343,583,780,993,594,151,44,882,898,602
B031168,805,804,809,937,863,183,81,826,56,183,728,87,522,784,953,715,417,355,306,720,911,837,488,243,208,330,844,957,734,85
B041116,575,827,242,731,183,752,40,735,949,257,352,63,785,819,811,692,795,419,133,598,715,302,682,190,895,624,234,960,197,189
B028598,537,238,987,996,164,449,716,272,666,240,270,496,551,665,318,54,47,910,440,651,805,224,337,599,847,355,97,76,155,618
B001001,803,681,410,521,193,97,46,84,371,349,742,159,392,385,116,690,837,127,297,231,595,361,378,250,748,635,737,109,807,432
B041384,555,407,842,384,799,127,104,303,108,485,900,720,714,434,718,83,791,460,996,739,562,962,124,101,728,789,130,945,880,8
B037213,596,950,599,150,255,434,661,272,610,431,71,86,15,52,950,150,963,606,116,953,908,567,987,871,751,487,94,979,50,198
B015246,538,463,133,154,762,266,582,83,507,891,164,569,632,880,206,702,706,252,931,387,806,296,309,16,665,109,872,584,793,806
B007188,978,697,540,650,951,682,566,754,110,183,322,209,597,658,576,733,815,527,363,729,886,61,12,255,639,470,272,601,341,158
B012482,127,135,295,373,55,147,64,801,252,490,12,186,193,358,678,566,115,65,645,656,317,169,922,197,177,945,556,773,777,690
B045194,5,113,877,407,205,726,383,669,79,222,332,667,636,752,180,519,70,56,186,138,697,784,792,630,469,185,602,990,209,606
B011265,480,97,170,423,356,360,546,842,446,283,290,8,184,172,86,64,306,134,196,43,26,533,635,616,701,129,816,362,508,297
B011347,98,553,436,267,989,748,695,272,425,382,718,982,489,954,297,980,562,658,380,694,172,846,125,264,621,289,766,648,344,479
B038739,983,412,466,753,157,676,954,102,180,872,309,776,182,272,16,296,461,61,589,612,566,590,203,18,359,468,829,18,722,297
B045471,996,510,258,662,338,238,809,53,334,620,527,289,847,86,360,913,485,445,786,308,383,825,554,78,70,458,342,445,791,650
B009049,701,96,943,825,880,265,941,227,138,882,816,47,578,374,977,951,187,382,176,748,965,862,45,253,929,876,310,266,720,956
B038983,306,294,440,740,215,132,498,111,280,862,269,331,139,357,141,191,36,579,28,518,323,555,709,384,226,900,734,129,456,202
B005534,679,756,214,745,370,828,261,45,751,296,939,229,489,169,191,233,954,153,465,518,416,683,143,316,579,32,148,833,847,24
B049469,879,977,544,85,265,272,293,279,889,945,896,90,444,321,333,985,967,27,704,895,773,155,50,902,633,859,293,5,52,569
B010382,417,315,449,931,614,765,100,546,104,339,436,241,741,319,760,84,863,275,605,860,745,262,841,323,725,684,619,769,978,731
B013636,9,801,909,814,683,7,969,879,230,345,689,623,965,255,144,666,444,568,474,12,561,290,144,61,827,889,555,938,281,497
B040843,599,102,364,622,404,609,342,960,596,879,77,764,421,247,250,391,471,390,798,924,698,324,937,199,365,30,640,545,308,889
B009146,968,222,334,272,941,500,447,345,984,820,868,606,189,732,794,506,95,735,229,526,872,693,539,624,973,340,72,297,526,869
B013855,712,238,409,429,639,126,801,939,451,565,741,563,866,956,963,481,492,432,342,82,69,195,365,192,772,728,665,136,342,642
B016121,171,687,323,220,250,91,343,151,186,221,273,339,771,981,682,299,797,284,258,748,493,643,842,908,781,138,152,636,263,560
B040021,526,258,623,630,785,815,362,386,5,873,761,593,296,450,779,744,229,218,676,190,420,869,128,841,60,564,345,659,232,379
B035546,453,794,929,625,798,980,294,569,103,774,265,564,704,708,934,710,679,232,376,655,246,955,668,42,680,954,158,120,183,802
B021261,167,19,609,628,586,486,221,334,141,66,918,33,180,786,830,249,189,121,596,292,368,642,929,68,464,604,492,13,915,875
B037550,372,313,270,543,858,288,460,480,780,941,254,906,921,808,825,710,201,928,653,875,952,58,916,568,887,514,801,921,575,657
B045547,982,919,288,501,342,710,450,320,859,557,203,442,977,477,694,700,537,757,878,278,368,54,112,42,515,861,191,47,503,621
B033407,687,792,886,845,608,233,314,769,488,959,686,430,157,260,678,795,824,196,610,931,383,943,697,583,381,575,367,369,432,603
B025069,296,204,549,69,267,784,441,536,518,785,792,802,478,754,45,847,716,522,694,939,176,210,285,691,14,854,911,71,200,872
B033718,206,338,264,449,961,125,639,78,131,199,207,510,375,819,781,243,786,769,37,404,397,336,614,238,677,158,791,348,365,59
B037429,560,323,293,884,524,921,433,989,103,774,285,723,281,647,550,322,434,704,824,767,819,774,493,184,694,609,955,306,473,992
B006789,620,865,545,198,246,508,805,832,250,597,217,57,506,307,829,632,208,599,130,72,962,189,354,886,674,647,45,686,587,84
B044247,502,692,228,83,15,375,318,269,215,307,32,585,101,613,622,806,233,740,142,410,717,86,135,43,133,113,345,908,822,729
B041237,204,705,533,337,346,291,921,53,549,254,187,800,777,324,572,782,958,731,647,488,549,676,398,360,799,191,430,623,324,636
B029812,67,973,744,459,55,803,880,969,96,38,806,599,936,149,186,718,718,884,145,46,13,82,990,619,58,731,833,645,448,334
B020789,113,783,408,926,604,803,490,125,201,357,919,748,899,8,135,588,211,174,65,675,733,670,50,749,805,347,822,590,637,827
B016388,854,862,178,340,789,234,283,563,501,494,310,695,531,469,68,444,737,140,315,596,784,999,491,910,473,398,214,189,354,304
B020275,812,197,506,932,924,497,568,584,701,997,888,906,125,891,461,565,986,630,722,432,416,277,704,354,797,390,316,889,948,762
B034883,262,164,57,53,73,400,481,415,813,594,314,137,257,923,899,349,39,322,728,677,87,500,391,610,203,959,600,890,898,83
B010282,214,18,797,607,365,125,189,211,765,645,622,287,587,953,523,483,8,532,790,25,849,650,364,709,30,434,548,29,653,597
B001834,650,799,58,518,295,336,326,434,218,502,913,796,635,727,437,445,394,417,976,688,384,816,115,176,437,758,652,509,609,432
B005325,115,238,162,543,372,46,381,250,490,741,99,908,401,289,973,641,816,858,499,606,644,466,607,18,683,925,315,435,823,278
B037058,307,429,32,985,543,866,449,571,113,953,936,997,594,820,715,90,706,523,564,306,358,386,840,305,716,679,822,407,355,981
B012594,666,904,775,768,224,682,15,542,29,109,448,363,829,418,232,363,680,648,28,52,521,896,598,984,547,466,212,292,106,215
B020324,780,123,768,312,215,304,654,306,524,924,83,627,375,310,155,174,898,933,17,801,79,925,934,921,27,968,577,924,115,568
B047556,49,592,689,976,423,587,337,525,89,689,893,840,94,705,132,817,117,70,793,673,721,985,946,230,151,711,243,335,849,720
B018116,476,406,991,399,737,738,426,738,865,101,405,571,108,498,970,656,604,30,802,883,496,781,92,196,168,843,814,14,669,399
B008687,550,892,255,269,90,318,731,881,905,289,611,551,504,935,596,416,943,206,162,402,568,190,27,724,302,336,872,736,339,555
B007287,103,198,838,83,839,894,475,895,101,358,95,887,914,268,80,19,875,514,641,932,638,812,904,324,422,648,640,708,906,431
B013736,801,519,66,994,892,517,947,756,370,965,226,542,904,698,562,900,968,395,695,279,490,724,383,994,61,529,796,846,94,448
